,val,source
2020-09-01 04:00:01.114661821,3139.901771016056,Buranda
2020-09-01 04:00:01.617249760,3965.3911907878564,Wakanda
2020-09-01 04:05:01.259743062,4458.733056784373,Wakanda
2020-09-01 04:05:01.280360595,2999.343621722652,Buranda
2020-09-01 04:10:00.603513904,3735.3762201300297,Buranda
2020-09-01 04:10:01.407564482,4454.652242748026,Wakanda
2020-09-01 04:15:01.390948025,5489.18072901626,Wakanda
2020-09-01 04:15:01.424849971,3289.249978686903,Buranda
2020-09-01 04:20:00.808164427,4703.266465611652,Buranda
2020-09-01 04:20:01.428725090,6845.297097476619,Wakanda
2020-09-01 04:25:01.507152817,3399.4665954069924,Buranda
2020-09-01 04:25:01.690479695,7081.094121481074,Wakanda
2020-09-01 04:30:00.217235208,3666.9322901125097,Buranda
2020-09-01 04:30:00.952986993,,Wakanda
2020-09-01 04:35:00.544524634,5911.077272226859,Wakanda
2020-09-01 04:35:01.331958078,3661.306174423744,Buranda
2020-09-01 04:40:01.192626209,4362.546287741005,Wakanda
2020-09-01 04:40:01.824669558,3758.963454193902,Buranda
2020-09-01 04:45:00.667065637,3311.1006286897236,Buranda
2020-09-01 04:45:00.942252392,3747.8436620254824,Wakanda
2020-09-01 04:50:01.604053064,3798.4507948786586,Wakanda
2020-09-01 04:50:01.763033290,4043.4366654853234,Buranda
2020-09-01 04:55:00.718706156,3507.8582565272554,Buranda
2020-09-01 04:55:01.929512033,4655.995446294503,Wakanda
2020-09-01 05:00:00.036380784,5680.190293278221,Wakanda
2020-09-01 05:00:01.051708494,2704.944503850236,Buranda
2020-09-01 05:05:00.750861530,3778.550384295044,Buranda
2020-09-01 05:05:00.803459206,6304.381143300072,Wakanda
2020-09-01 05:10:01.338222181,3014.898528991842,Buranda
2020-09-01 05:10:01.593231954,6508.810926167455,Wakanda
2020-09-01 05:15:01.211215737,6386.039601707404,Wakanda
2020-09-01 05:15:01.509268420,4172.460644995943,Buranda
2020-09-01 05:20:00.110733362,3438.3619322767127,Buranda
2020-09-01 05:20:00.312261998,5531.788947197176,Wakanda
2020-09-01 05:25:00.716391027,5922.381338086517,Wakanda
2020-09-01 05:25:00.798227901,3735.10383604465,Buranda
2020-09-01 05:30:00.366014347,4066.3779236157193,Buranda
2020-09-01 05:30:01.204244733,5746.560793464083,Wakanda
2020-09-01 05:35:01.015584380,5160.342515378827,Wakanda
2020-09-01 05:35:01.649960554,4278.320553143035,Buranda
2020-09-01 05:40:00.376278262,5013.478402598754,Wakanda
2020-09-01 05:40:01.124181903,4248.197162039294,Buranda
2020-09-01 05:45:00.631266699,3910.5533547222767,Buranda
2020-09-01 05:45:01.524134978,,Wakanda
2020-09-01 05:50:00.528418085,3678.07627505249,Buranda
2020-09-01 05:50:01.698491234,4386.433247747989,Wakanda
2020-09-01 05:55:00.736848311,4489.124784454389,Buranda
2020-09-01 05:55:01.128580653,5383.106272083694,Wakanda
2020-09-01 06:00:01.052224540,3407.383137568021,Buranda
2020-09-01 06:00:01.655227581,5841.632651744589,Wakanda
2020-09-01 06:05:00.690804333,4108.715084867561,Buranda
2020-09-01 06:05:01.895536004,5625.410885859015,Wakanda
2020-09-01 06:10:00.057660864,3273.1947358016605,Buranda
2020-09-01 06:10:00.073883144,5316.7878510156,Wakanda
2020-09-01 06:15:00.101333121,4689.338534431768,Wakanda
2020-09-01 06:15:00.883037035,4594.257342249925,Buranda
2020-09-01 06:20:00.291667966,4353.405858183046,Wakanda
2020-09-01 06:20:01.634552322,4329.13275205424,Buranda
2020-09-01 06:25:01.406827444,3542.1296425685246,Buranda
2020-09-01 06:25:01.956324905,4523.208094284175,Wakanda
2020-09-01 06:30:01.034345329,3588.2983280032877,Buranda
2020-09-01 06:30:01.528602651,4698.542579461211,Wakanda
2020-09-01 06:35:01.659265472,5249.582460107829,Wakanda
2020-09-01 06:35:01.995730450,3572.5741764262366,Buranda
2020-09-01 06:40:01.011124738,5638.996645762628,Wakanda
2020-09-01 06:40:01.511208507,3705.4305477772677,Buranda
2020-09-01 06:45:01.307752166,3180.0392161145273,Buranda
2020-09-01 06:45:01.787968859,4848.753461201325,Wakanda
2020-09-01 06:50:00.784916417,3903.033417474678,Buranda
2020-09-01 06:50:01.307205981,4897.175144221121,Wakanda
2020-09-01 06:55:00.614436156,4229.883472554682,Wakanda
2020-09-01 06:55:01.370960588,2832.051670028777,Buranda
2020-09-01 07:00:00.581499220,3661.374784592799,Buranda
2020-09-01 07:00:00.734855213,3234.2387156967784,Wakanda
2020-09-01 07:05:00.516252815,3692.186688096889,Wakanda
2020-09-01 07:05:01.235791000,4325.058860767473,Buranda
2020-09-01 07:10:00.394174841,4211.65934926433,Buranda
2020-09-01 07:10:01.597697726,4188.138297783838,Wakanda
2020-09-01 07:15:00.377085037,5724.297675129339,Wakanda
2020-09-01 07:15:00.519745276,4207.504515010534,Buranda
2020-09-01 07:20:00.638843246,3113.018956937441,Buranda
2020-09-01 07:20:01.906512261,6847.029900919999,Wakanda
2020-09-01 07:25:00.719513667,4609.309581246944,Buranda
2020-09-01 07:25:01.493200333,7483.287408077491,Wakanda
2020-09-01 07:30:00.767888885,3227.7956865508927,Buranda
2020-09-01 07:30:00.923679803,6878.360336916087,Wakanda
2020-09-01 07:35:00.705517973,6064.163477814839,Wakanda
2020-09-01 07:35:01.921934475,4376.987544483518,Buranda
2020-09-01 07:40:00.715476886,3604.1057026198378,Buranda
2020-09-01 07:40:00.819744625,5482.124771034744,Wakanda
2020-09-01 07:45:00.189111350,4539.228545438866,Wakanda
2020-09-01 07:45:00.992498722,4462.088132822893,Buranda
2020-09-01 07:50:00.056112435,4400.186330461113,Buranda
2020-09-01 07:50:01.463837403,4129.160590118932,Wakanda
2020-09-01 07:55:00.753642315,4215.546016450529,Wakanda
2020-09-01 07:55:01.899363869,3517.693717568988,Buranda
2020-09-01 08:00:00.878481754,5058.108800766538,Wakanda
2020-09-01 08:00:01.227159514,4059.3360107574217,Buranda
2020-09-01 08:05:00.010804345,2638.3235599988934,Buranda
2020-09-01 08:05:01.455569486,5881.475925605471,Wakanda
2020-09-01 08:10:00.639612801,,Wakanda
2020-09-01 08:10:01.519909639,3862.607646954375,Buranda
2020-09-01 08:15:00.986173136,,Wakanda
2020-09-01 08:15:01.122182380,3264.277917359714,Buranda
2020-09-01 08:20:00.545923937,3201.8533294050076,Buranda
2020-09-01 08:20:00.791732039,4466.455181319532,Wakanda
2020-09-01 08:25:00.301850538,4411.363039110272,Wakanda
2020-09-01 08:25:00.394368853,3375.532346085313,Buranda
2020-09-01 08:30:00.481469103,2406.559730927579,Buranda
2020-09-01 08:30:01.840872801,4368.253778846104,Wakanda
2020-09-01 08:35:01.484883833,3318.971947748731,Buranda
2020-09-01 08:35:01.671450710,4475.82772461189,Wakanda
2020-09-01 08:40:00.433657405,3764.3964769008444,Buranda
2020-09-01 08:40:00.931780127,4272.427508762908,Wakanda
2020-09-01 08:45:00.595252787,4347.325015586816,Wakanda
2020-09-01 08:45:00.991449791,3549.8195709809484,Buranda
2020-09-01 08:50:01.338599041,4573.579332161274,Wakanda
2020-09-01 08:50:01.498820175,3158.352905493414,Buranda
2020-09-01 08:55:00.363739859,3083.8888063738004,Buranda
2020-09-01 08:55:00.762431635,5234.6308385369775,Wakanda
2020-09-01 09:00:01.075313998,3326.605840217461,Buranda
2020-09-01 09:00:01.109407888,5637.489161799471,Wakanda
2020-09-01 09:05:00.531571356,3257.502155115216,Buranda
2020-09-01 09:05:01.339349035,5668.820497973053,Wakanda
2020-09-01 09:10:00.488624777,3784.510100813154,Buranda
2020-09-01 09:10:01.026537794,,Wakanda
2020-09-01 09:15:00.244985188,5924.493654405571,Wakanda
2020-09-01 09:15:01.746947139,3681.601131007869,Buranda
2020-09-01 09:20:00.899176533,4988.332995461083,Wakanda
2020-09-01 09:20:01.620113930,3439.966034648114,Buranda
2020-09-01 09:25:01.156908112,4061.4225228387495,Buranda
2020-09-01 09:25:01.184030362,3844.8875126634584,Wakanda
2020-09-01 09:30:00.670616601,3545.2394247545762,Buranda
2020-09-01 09:30:00.792997609,,Wakanda
2020-09-01 09:35:00.188180842,3776.384450830061,Wakanda
2020-09-01 09:35:01.589537010,4275.0073599954685,Buranda
2020-09-01 09:40:00.176117090,4207.060978950056,Wakanda
2020-09-01 09:40:01.591574362,3742.4705091411324,Buranda
2020-09-01 09:45:01.075880961,4034.730733530676,Buranda
2020-09-01 09:45:01.592429158,4934.69335113041,Wakanda
2020-09-01 09:50:00.266644571,3423.361601194846,Buranda
2020-09-01 09:50:00.805936280,5429.871863834256,Wakanda
2020-09-01 09:55:01.479635007,,Wakanda
2020-09-01 09:55:01.822083015,3433.213766719823,Buranda
2020-09-01 10:00:00.776283208,5159.828605583942,Wakanda
2020-09-01 10:00:00.989491212,3937.8520599057374,Buranda
2020-09-01 10:05:01.637231865,3031.4036362298466,Buranda
2020-09-01 10:05:01.976299886,4593.996784488419,Wakanda
2020-09-01 10:10:00.193852539,3442.732812555587,Buranda
2020-09-01 10:10:01.095131366,4030.565696017058,Wakanda
2020-09-01 10:15:01.227640764,4246.044806041715,Wakanda
2020-09-01 10:15:01.262395458,3570.5560375366185,Buranda
2020-09-01 10:20:00.560052784,2819.392959788172,Buranda
2020-09-01 10:20:00.803610341,3884.543213837037,Wakanda
2020-09-01 10:25:01.308330421,3722.4852562449223,Wakanda
2020-09-01 10:25:01.908270709,4842.40196121484,Buranda
2020-09-01 10:30:00.441994809,3266.1190180263598,Buranda
2020-09-01 10:30:01.886138612,4120.3955953817185,Wakanda
2020-09-01 10:35:00.154632746,5072.723648557585,Wakanda
2020-09-01 10:35:00.558564058,4008.0950861863075,Buranda
2020-09-01 10:40:01.340829729,2497.212614550593,Buranda
2020-09-01 10:40:01.865207916,5047.486665141641,Wakanda
2020-09-01 10:45:00.690406510,3946.43627894933,Buranda
2020-09-01 10:45:01.376875369,5331.920209505805,Wakanda
2020-09-01 10:50:00.015469556,6236.267918178072,Wakanda
2020-09-01 10:50:01.242282536,3537.5978405399705,Buranda
2020-09-01 10:55:00.182205096,3780.141771538767,Buranda
2020-09-01 10:55:00.698563723,5721.070212125429,Wakanda
2020-09-01 11:00:00.231004630,3213.326306207343,Buranda
2020-09-01 11:00:00.682009833,4857.01027932475,Wakanda
2020-09-01 11:05:00.842481566,4385.175359044104,Wakanda
2020-09-01 11:05:01.146835013,4722.965966427897,Buranda
2020-09-01 11:10:01.387423308,3075.0796375910827,Buranda
2020-09-01 11:10:01.588415661,4471.300977727691,Wakanda
2020-09-01 11:15:00.548670880,,Wakanda
2020-09-01 11:15:00.766851324,4876.590034100686,Buranda
2020-09-01 11:20:00.008105592,4364.315916391461,Wakanda
2020-09-01 11:20:00.292281105,3796.0457158977856,Buranda
2020-09-01 11:25:01.042817837,4239.09727684092,Wakanda
2020-09-01 11:25:01.555971190,3666.185338293047,Buranda
2020-09-01 11:30:00.799968076,4042.2939816149797,Wakanda
2020-09-01 11:30:00.990717853,3540.264908005488,Buranda
2020-09-01 11:35:00.962929790,3852.2785490428323,Buranda
2020-09-01 11:35:01.981021813,4660.679475777451,Wakanda
2020-09-01 11:40:01.172250281,5693.013250730392,Wakanda
2020-09-01 11:40:01.807074426,3780.8265532356427,Buranda
2020-09-01 11:45:00.227129840,4090.412834882879,Buranda
2020-09-01 11:45:00.521679931,6073.4892320018025,Wakanda
2020-09-01 11:50:00.006650186,3636.7723930927614,Buranda
2020-09-01 11:50:00.123642670,5921.615444502962,Wakanda
2020-09-01 11:55:01.103884720,5698.150398975067,Wakanda
2020-09-01 11:55:01.813220617,3860.917325635637,Buranda
2020-09-01 12:00:00.741884762,3366.095363500209,Buranda
2020-09-01 12:00:01.654688930,5291.36993902619,Wakanda
2020-09-01 12:05:00.531068699,4927.424025253806,Wakanda
2020-09-01 12:05:01.728937688,3438.3342514790775,Buranda
2020-09-01 12:10:00.603565672,5404.758468807971,Wakanda
2020-09-01 12:10:01.614403546,3504.6733972011025,Buranda
2020-09-01 12:15:00.003832488,5062.273438899034,Wakanda
2020-09-01 12:15:00.646712466,3243.3764217623084,Buranda
2020-09-01 12:20:00.433254799,3010.9269542055827,Buranda
2020-09-01 12:20:01.632207703,5152.504984289366,Wakanda
2020-09-01 12:25:01.090671862,,Buranda
2020-09-01 12:25:01.499125991,5588.319228085371,Wakanda
2020-09-01 12:30:00.502224165,2664.90664926414,Buranda
2020-09-01 12:30:01.104977885,5733.829441861091,Wakanda
2020-09-01 12:35:00.492264622,,Buranda
2020-09-01 12:35:01.491396072,5851.04919144728,Wakanda
2020-09-01 12:40:00.055038769,3033.7713136722323,Buranda
2020-09-01 12:40:00.650000889,5703.895709394108,Wakanda
2020-09-01 12:45:00.178353205,3696.9269435009955,Buranda
2020-09-01 12:45:00.931289432,4923.329255114067,Wakanda
2020-09-01 12:50:00.228566575,3891.1430975287794,Wakanda
2020-09-01 12:50:00.486872007,3240.7065280164247,Buranda
2020-09-01 12:55:01.734420948,3465.2180658596635,Wakanda
2020-09-01 12:55:01.843285392,3991.774058751432,Buranda
2020-09-01 13:00:00.905622080,2929.908650270689,Buranda
2020-09-01 13:00:01.263707091,3499.0010433527796,Wakanda
2020-09-01 13:05:01.580590488,4113.424437733023,Buranda
2020-09-01 13:05:01.981025448,,Wakanda
2020-09-01 13:10:00.823852152,2937.0138936332914,Buranda
2020-09-01 13:10:00.938595806,4217.606990354905,Wakanda
2020-09-01 13:15:01.084669776,4348.47315973447,Buranda
2020-09-01 13:15:01.687899733,4722.825579285542,Wakanda
2020-09-01 13:20:00.176395614,3411.695916900088,Buranda
2020-09-01 13:20:01.923567022,5849.958944857482,Wakanda
2020-09-01 13:25:01.018149538,6688.964502426241,Wakanda
2020-09-01 13:25:01.993408285,4680.888620511196,Buranda
2020-09-01 13:30:00.136110486,6798.92034896173,Wakanda
2020-09-01 13:30:00.480508131,3042.7369825217334,Buranda
2020-09-01 13:35:00.677452768,5938.795083397796,Wakanda
2020-09-01 13:35:01.228944856,4256.965883214934,Buranda
2020-09-01 13:40:01.758959156,4967.897782302514,Wakanda
2020-09-01 13:40:01.986944988,3141.6473676066908,Buranda
2020-09-01 13:45:00.044759298,2721.713620263782,Buranda
2020-09-01 13:45:00.381744785,4590.25167042625,Wakanda
2020-09-01 13:50:00.221206509,4120.993981907711,Wakanda
2020-09-01 13:50:00.300617493,3384.9618871318517,Buranda
2020-09-01 13:55:01.233191323,4524.187602402128,Wakanda
2020-09-01 13:55:01.343406254,2869.3388877086863,Buranda
2020-09-01 14:00:01.823900564,3460.5466448266734,Buranda
2020-09-01 14:00:01.861936607,3831.288329871344,Wakanda
2020-09-01 14:05:00.075585391,3363.2309093386357,Buranda
2020-09-01 14:05:01.394038206,,Wakanda
2020-09-01 14:10:00.624915298,,Buranda
2020-09-01 14:10:01.030420617,2806.2837177336587,Wakanda
2020-09-01 14:15:00.846899185,3695.1707407078297,Wakanda
2020-09-01 14:15:01.192493706,3310.0628517419327,Buranda
2020-09-01 14:20:01.025312418,5705.7065794271675,Wakanda
2020-09-01 14:20:01.613829352,4540.583237285899,Buranda
2020-09-01 14:25:00.045448754,3231.012609150029,Buranda
2020-09-01 14:25:01.347303676,,Wakanda
2020-09-01 14:30:00.083768122,4410.469876430814,Buranda
2020-09-01 14:30:01.801478266,6367.251851840197,Wakanda
2020-09-01 14:35:00.094716210,5158.456721450317,Wakanda
2020-09-01 14:35:01.674170357,3221.9143808428066,Buranda
2020-09-01 14:40:00.526390286,5230.767229483724,Buranda
2020-09-01 14:40:01.872046246,4750.395691721024,Wakanda
2020-09-01 14:45:00.234900183,2659.1859779916726,Buranda
2020-09-01 14:45:00.320366333,45308.93844401264,Wakanda
2020-09-01 14:50:00.106576892,4830.824084513009,Wakanda
2020-09-01 14:50:01.189350989,3567.548647878093,Buranda
2020-09-01 14:55:00.602304690,5267.652856489166,Wakanda
2020-09-01 14:55:01.216118596,3186.012271495184,Buranda
2020-09-01 15:00:00.631059072,5418.683450536776,Wakanda
2020-09-01 15:00:01.890159674,4123.630319879557,Buranda
2020-09-01 15:05:01.112538745,3442.1570836256806,Buranda
2020-09-01 15:05:01.856077801,5208.391463050703,Wakanda
2020-09-01 15:10:01.369648474,3753.2562608615044,Buranda
2020-09-01 15:10:01.870394232,5614.581989409087,Wakanda
2020-09-01 15:15:00.039692962,,Wakanda
2020-09-01 15:15:01.539101760,2781.275199489441,Buranda
2020-09-01 15:20:00.408084714,5352.354432344346,Wakanda
2020-09-01 15:20:00.602515446,3550.468661085597,Buranda
2020-09-01 15:25:01.289572657,3294.4253177857727,Buranda
2020-09-01 15:25:01.943262993,4865.158197250488,Wakanda
2020-09-01 15:30:00.769709526,2848.369007575276,Buranda
2020-09-01 15:30:01.361321853,,Wakanda
2020-09-01 15:35:00.640846506,3846.95061882125,Buranda
2020-09-01 15:35:01.374611168,4579.61818078683,Wakanda
2020-09-01 15:40:00.602313840,2986.3997943264067,Buranda
2020-09-01 15:40:01.864729697,5449.986102573787,Wakanda
2020-09-01 15:45:00.138496312,6460.031183971782,Wakanda
2020-09-01 15:45:00.508706414,2990.1584570342256,Buranda
2020-09-01 15:50:00.857858139,6949.371086561179,Wakanda
2020-09-01 15:50:01.999101747,3912.225555127754,Buranda
2020-09-01 15:55:00.074913893,6054.854214364459,Wakanda
2020-09-01 15:55:00.152089571,3893.196850195884,Buranda
2020-09-01 16:00:01.831360874,4290.292089905373,Buranda
2020-09-01 16:00:01.992675762,4901.56654560049,Wakanda
2020-09-01 16:05:00.050440932,3069.0591926507227,Buranda
2020-09-01 16:05:01.652023078,4637.01814520309,Wakanda
2020-09-01 16:10:00.306494348,5597.254323049514,Wakanda
2020-09-01 16:10:01.680359030,4186.226054265592,Buranda
2020-09-01 16:15:00.133897212,6067.155591045533,Wakanda
2020-09-01 16:15:00.415950486,3018.8634120745046,Buranda
2020-09-01 16:20:00.989462538,6632.9277392990825,Wakanda
2020-09-01 16:20:01.570970564,3241.5450091702774,Buranda
2020-09-01 16:25:01.017410239,6348.41866536991,Wakanda
2020-09-01 16:25:01.589170095,3411.4646118191154,Buranda
2020-09-01 16:30:00.502730040,5492.475791565691,Wakanda
2020-09-01 16:30:01.918939205,2794.4827561799125,Buranda
2020-09-01 16:35:01.041573557,3521.1648247319617,Buranda
2020-09-01 16:35:01.931388603,4772.148477718027,Wakanda
2020-09-01 16:40:01.540040630,2768.893332346583,Buranda
2020-09-01 16:40:01.623933868,4469.150926251927,Wakanda
2020-09-01 16:45:00.434583521,4432.72310559197,Wakanda
2020-09-01 16:45:01.124404482,3767.6889543206753,Buranda
2020-09-01 16:50:00.007579790,3161.379862227025,Buranda
2020-09-01 16:50:00.212564273,4450.817638914277,Wakanda
2020-09-01 16:55:00.355590007,3046.753776579209,Buranda
2020-09-01 16:55:00.538236102,4556.395300188567,Wakanda
2020-09-01 17:00:00.347692917,4734.056689744919,Wakanda
2020-09-01 17:00:01.414203335,3563.8297158046416,Buranda
2020-09-01 17:05:00.974479641,2935.142250207734,Buranda
2020-09-01 17:05:01.480452593,5570.851418823775,Wakanda
2020-09-01 17:10:01.705253310,4296.014160363148,Buranda
2020-09-01 17:10:01.994991810,5688.910461281156,Wakanda
2020-09-01 17:15:00.589560291,5563.824612936607,Wakanda
2020-09-01 17:15:01.619747136,3222.3469317136246,Buranda
2020-09-01 17:20:00.366684267,5207.5230213527,Wakanda
2020-09-01 17:20:00.570471241,3506.3319135477245,Buranda
2020-09-01 17:25:00.692858361,2788.032431309791,Buranda
2020-09-01 17:25:01.724985859,5203.577799756506,Wakanda
2020-09-01 17:30:00.451890592,,Buranda
2020-09-01 17:30:01.990360147,5487.1473820639985,Wakanda
2020-09-01 17:35:00.021742848,3104.7451554620393,Buranda
2020-09-01 17:35:01.927869910,5313.890511679494,Wakanda
2020-09-01 17:40:00.262467730,4483.794631111399,Wakanda
2020-09-01 17:40:00.936588476,3337.2103899900103,Buranda
2020-09-01 17:45:01.381015688,4075.0459735336344,Wakanda
2020-09-01 17:45:01.628771367,3938.542915636838,Buranda
2020-09-01 17:50:00.309009713,2740.7451340924554,Buranda
2020-09-01 17:50:00.594222158,4907.25699822492,Wakanda
2020-09-01 17:55:00.103792465,4839.728269803683,Buranda
2020-09-01 17:55:00.991132344,5982.707338131829,Wakanda
2020-09-01 18:00:01.764154538,2950.072295271254,Buranda
2020-09-01 18:00:01.835829982,6816.567447447636,Wakanda
2020-09-01 18:05:00.366066480,4166.481479901335,Buranda
2020-09-01 18:05:00.859398291,6960.356404480744,Wakanda
2020-09-01 18:10:01.162903879,5724.458416044854,Wakanda
2020-09-01 18:10:01.879322517,2657.1318683948894,Buranda
2020-09-01 18:15:00.480145032,3325.613434466553,Buranda
2020-09-01 18:15:00.949349756,3773.0961718685776,Wakanda
2020-09-01 18:20:00.460191879,3078.9051385370612,Buranda
2020-09-01 18:20:01.583220462,3112.095989539911,Wakanda
2020-09-01 18:25:01.364439243,4081.92109986651,Wakanda
2020-09-01 18:25:01.911030935,3447.3127751671605,Buranda
2020-09-01 18:30:00.598814182,5493.930772175661,Wakanda
2020-09-01 18:30:01.392802136,2786.1832822258466,Buranda
2020-09-01 18:35:00.402582500,6877.080612072097,Wakanda
2020-09-01 18:35:00.762394376,3049.8614948653185,Buranda
2020-09-01 18:40:00.066038912,,Buranda
2020-09-01 18:40:01.345560470,6932.311347798494,Wakanda
2020-09-01 18:45:00.316125105,2830.392766738315,Buranda
2020-09-01 18:45:00.604922090,7298.162525361417,Wakanda
2020-09-01 18:50:00.375773608,,Wakanda
2020-09-01 18:50:00.644427776,3724.5394889021727,Buranda
2020-09-01 18:55:00.071680268,,Buranda
2020-09-01 18:55:00.451872925,6257.414230105893,Wakanda
2020-09-01 19:00:00.030198220,,Buranda
2020-09-01 19:00:00.655128375,5195.932553518912,Wakanda
2020-09-01 19:05:01.251551303,4506.631487975794,Wakanda
2020-09-01 19:05:01.940260650,3650.214487488387,Buranda
